asset_id,main_type,sub_type,modifiers
15036,S,c,[]
251300,S,b,['m']
33797,S,c,[]
216031,S,b,[]
19865,S,c,['i']
114006,S,c,[]
81734,S,b,[]
90863,S,b,[]
235414,S,b,[]
282472,S,b,[]
188558,S,c,[]
37879,S,b,[]
120070,S,c,['o']
119303,S,c,['?']
81190,S,c,['?']
10856,S,a,[]
68339,S,c,[]
172136,S,b,['m']
218715,S,b,[]
222403,S,c,['i']
11418,S,c,['o']
50693,S,b,[]
138976,SB,b,[]
17808,S,b,[]
74366,SB,c,[]
181767,SB,c,['i']
29928,S,c,[]
257318,S,d,['i']
7800,S,b,[]
93232,S,c,['?']
197663,E,c,[]
159847,S,c,['i']
115599,S,c,[]
246915,S,b,[]
1955,S,b,[]
68238,S,c,[]
230936,SB,b,[]
201955,S,d,[]
176439,SB,b,[]
14738,S,b,[]
90566,S,c,['?']
133754,S,c,[]
252589,S,c,[]
31863,S,a,['?']
222513,S,c,['?']
173508,SB,b,[]
145007,SB,c,[]
24283,SB,c,[]
256681,S,c,['?']
93435,S,c,[]
12794,SB,b,[]
266183,S,c,['?']
108696,S,c,[]
166629,S,c,[]
109576,S,b,[]
168214,S,b,[]
208233,S,c,['?']
70132,S,b,['?']
74278,SB,b,['r']
74051,S,c,[]
121102,S,b,[]
57649,S,c,[]
89802,S,c,[]
39954,S,c,['?']
68168,S,c,[]
279520,S,c,[]
274476,S,b,[]
260690,S,a,[]
252694,S,c,['?']
256519,S,b,[]
272655,E,c,[]
110386,S,c,[]
2554,S,c,[]
157609,S,d,['?']
181636,S,b,[]
91254,SB,d,[]
262019,S,c,['?']
34205,S,a,[]
118495,S,b,['i']
62996,S,b,[]
38666,S,c,[]
3021,E,c,[]
217725,S,b,[]
134908,S,d,['i']
76821,S,c,['i']
81926,SB,c,[]
164776,S,b,[]
153100,S,c,[]
172885,S,c,[]
183986,S,a,[]
149024,S,b,[]
82023,S,b,['o']
184908,SB,b,['r']
121426,S,c,['i']
221502,S,c,[]
33004,S,b,[]
74953,S,c,[]
169608,S,b,[]
178038,S,b,['r']
178795,S,a,['?']
151108,S,c,[]
127828,S,c,[]
138082,S,b,[]
57236,S,c,[]
116284,SB,b,[]
30312,E,c,[]
17266,S,b,[]
254527,S,c,[]
117797,S,c,[]
94866,Unknown,A,[]
253906,S,c,['?']
254953,S,c,[]
64774,S,b,[]
37707,S,c,[]
181625,S,b,[]
177452,S,c,[]
265997,S,c,['?']
51486,S,d,['i']
68444,SB,b,[]
81695,S,c,[]
264271,S,b,[]
116390,S,b,[]
222147,S,c,[]
51379,S,b,[]
267759,S,c,[]
46260,S,c,"['d', '?']"
111602,S,c,[]
125351,SB,b,[]
222829,SB,c,[]
148210,S,b,[]
263543,S,b,[]
167208,S,c,[]
38896,S,c,[]
101654,SB,c,[]
175797,S,b,[]
205325,SB,c,[]
234811,S,c,[]
124538,S,c,['?']
68121,S,b,[]
111197,S,c,['m']
273539,S,c,[]
61610,SB,b,[]
49240,S,c,[]
122822,S,d,['?']
135634,S,c,[]
192917,S,b,[]
171354,SB,b,[]
275437,S,c,[]
166063,S,b,[]
244789,S,c,[]
120611,S,b,[]
246555,S,c,[]
97381,S,b,[]
210568,S,c,[]
17769,S,c,[]
87686,S,b,[]
243198,S,b,['r']
240275,S,d,[]
120797,S,c,[]
253287,S,c,[]
26835,S,c,['o']
249288,S,c,[]
62780,S,a,['m']
283956,S,b,[]
195876,S,b,[]
262311,S,c,['?']
60001,S,b,[]
122665,SB,c,[]
133338,S,c,[]
51200,S,d,['?']
47471,SB,b,[]
166159,S,c,['?']
272123,SB,c,[]
125445,S,b,[]
178598,SB,b,['+']
200929,S,c,[]
248811,S,c,['i']
128628,S,c,['?']
229543,S,b,[]
145351,S,d,['i']
26403,S,b,['m']
264399,S,c,['?']
167429,S,c,[]
71475,S,b,[]
283466,S,c,[]
266744,S,c,[]
205939,S,c,['o']
207396,S,b,['?']
177110,S,c,[]
73832,S,b,[]
198547,S,c,[]
21890,S,b,[]
227259,S,b,[]
27790,S,b,[]
207045,S,b,[]
222649,S,c,[]
256075,S,b,[]
247347,S,c,[]
51831,S,c,[]
1844,S,b,['?']
39510,E,c,[]
12392,S,a,['r']
47579,S,c,[]
111918,S,c,['?']
262340,S,c,"['d', '?']"
150121,S,b,[]
238415,S,b,[]
169029,SB,c,[]
145112,S,c,['?']
258714,S,a,[]
86173,S,a,[]
113698,S,c,[]
251126,S,c,[]
239609,S,c,['i']
240740,S,c,[]
221369,S,c,['?']
152235,S,c,['?']
154756,S,b,['?']
98937,S,c,['o']
148376,S,c,['d']
224965,S,c,[]
23426,E,c,[]
111724,S,c,[]
51273,S,b,['m']
236999,S,c,[]
165192,S,c,['?']
57039,S,c,[]
77537,S,c,['m']
108360,S,c,[]
174243,S,c,['o']
105480,S,b,['?']
184597,S,c,[]
102796,S,c,['m']
74992,SB,c,[]
201068,S,c,['?']
110008,S,c,[]
179007,S,c,['?']
273533,S,c,[]
121693,S,b,[]
221448,S,b,['o']
190737,S,c,['?']
149539,S,b,[]
86560,S,b,[]
10205,S,c,[]
97558,S,c,['o']
111769,E,c,[]
36215,S,c,['?']
272590,S,c,[]
220414,S,d,[]
79891,S,c,[]
238455,S,c,['o']
227378,E,c,[]
228849,S,b,['?']
47221,S,b,[]
92760,S,c,[]
81006,S,c,"['i', '?']"
123165,S,c,['?']
120837,S,c,[]
188702,S,c,[]
109774,S,b,['i']
61399,S,d,['i']
36063,S,c,['?']
230719,S,c,[]
106850,S,c,[]
80886,E,c,[]
216149,S,c,['?']
74732,S,c,['?']
53516,S,b,[]
173550,SB,c,[]
200066,S,b,['i']
96777,S,c,[]
132099,S,c,[]
233004,SB,c,[]
30894,S,c,['?']
10449,S,c,[]
244330,SB,a,[]
119795,S,b,['d']
24334,S,c,[]
222433,SB,c,[]
78760,S,c,[]
267244,S,d,[]
60096,S,b,['?']
249070,S,c,[]
18201,S,b,[]
18047,S,c,[]
50837,S,b,[]
112622,SB,b,['r']
130115,SB,d,['o']
134621,S,c,['?']
148356,S,c,[]
77235,S,c,[]
18176,S,b,[]
282285,S,b,[]
132905,S,d,[]
269606,S,c,['i']
254430,S,c,['i']
258537,SB,b,[]
54143,S,d,['o']
69732,S,c,[]
145421,S,c,['i']
141463,S,b,[]
79933,S,b,['i']
20136,SB,d,[]
269136,SB,c,[]
78614,S,b,[]
227905,S,c,['m']
187148,S,b,['?']
195385,S,c,['o']
217399,S,b,[]
151128,E,c,[]
187971,S,b,['?']
27247,S,b,[]
137696,S,b,[]
223740,S,c,[]
130527,S,c,['o']
267952,S,c,[]
183888,S,b,[]
206108,S,b,[]
102093,S,b,['?']
231624,S,b,['m']
209606,S,b,[]
166126,S,b,['o']
115667,S,c,[]
219000,SB,b,[]
164273,S,b,[]
267140,S,c,['?']
244461,S,c,['i']
76304,S,b,"['r', '?']"
32251,S,b,[]
177884,S,c,[]
60881,S,b,[]
16848,S,b,['?']
17025,S,b,[]
64261,S,c,[]
258086,SB,b,[]
115480,S,b,[]
187018,S,b,[]
56211,SB,b,[]
200416,S,c,[]
5030,S,c,[]
208782,S,b,['m']
186566,S,c,['i']
105887,S,d,[]
236995,S,b,['d']
38181,S,b,['?']
67118,S,b,['m']
62820,S,b,['r']
256839,S,c,[]
85095,S,c,[]
267106,S,b,[]
208222,SB,b,[]
232477,S,c,[]
260384,SB,b,['m']
241293,S,d,[]
175552,SB,c,[]
185289,S,b,['?']
124181,S,c,[]
293865,SB,c,[]
99765,SB,c,[]
143558,S,c,['?']
248599,S,b,[]
151109,S,b,[]
251914,S,c,[]
214783,S,b,[]
144531,S,c,['i']
220002,S,b,['o']
781,SB,b,['m']
155204,S,b,[]
55378,SB,c,[]
136853,SB,c,[]
20257,S,b,['?']
74697,S,b,[]
80878,S,b,[]
275000,S,c,[]
37664,S,c,[]
48238,S,b,['m']
85783,S,c,['?']
211529,S,c,['i']
246129,S,c,[]
120424,SB,b,[]
109670,S,b,[]
18928,S,c,['?']
260795,S,a,['o']
100918,S,c,[]
150799,S,c,[]
273085,S,c,[]
261240,S,c,[]
267158,S,b,[]
56416,SB,b,[]
247251,S,c,[]
90694,S,b,[]
35964,S,b,[]
230551,S,c,['i']
169131,S,c,['+']
181824,S,b,[]
24791,S,c,[]
201423,S,b,['d']
251705,S,c,[]
156661,S,c,[]
253870,S,c,['?']
94211,S,c,[]
182343,S,c,['i']
121010,S,b,[]
13910,S,c,['m']
228675,S,b,['?']
137690,SB,b,[]
38359,SB,a,[]
115243,S,c,[]
187113,S,c,['i']
39244,S,b,['?']
58612,S,b,[]
186273,S,b,[]
225724,S,c,[]
79075,S,b,[]
19939,E,c,[]
108695,S,c,[]
120343,S,c,['?']
109831,S,c,[]
118159,S,d,[]
261933,SB,c,[]
264558,S,c,[]
84125,S,d,['i']
47880,S,c,[]
237927,S,d,[]
1580,S,b,[]
216513,S,c,['?']
110729,SB,c,[]
205897,S,b,[]
125211,S,c,[]
150734,S,b,['?']
31931,S,b,[]
184300,S,c,[]
121050,S,d,['o']
273144,S,c,[]
254471,S,c,['?']
184912,S,c,[]
11988,S,a,[]
84875,S,c,['?']
40512,S,c,[]
203443,SB,b,[]
221683,SB,c,['m']
101189,S,c,['?']
92286,S,b,[]
205301,S,c,[]
95569,SB,b,[]
71699,S,c,[]
261961,S,c,[]
60108,S,d,['?']
119845,S,b,[]
254317,E,c,[]
50543,E,c,[]
233557,S,b,['?']
58344,SB,b,[]
116321,S,c,[]
263544,S,c,['o']
33697,SB,c,['?']
279930,SB,c,[]
15255,S,b,[]
15801,S,c,[]
254638,S,c,['?']
264199,SB,c,['i']
175876,S,b,[]
211061,S,b,[]
278670,S,c,[]
36719,SB,b,[]
111517,SB,b,['o']
35870,S,d,['m']
51758,S,b,['?']
156660,S,c,[]
200496,S,b,['r']
60970,SB,c,[]
186939,S,c,[]
236394,S,c,[]
15829,S,b,[]
88960,S,b,[]
144658,S,b,['?']
62608,S,b,['o']
271656,S,d,[]
38826,SB,c,[]
124659,S,b,[]
209451,S,b,[]
48514,S,d,[]
240463,S,b,[]
112317,S,c,[]
73283,S,c,[]
178709,S,b,[]
224288,S,c,['m']
235332,S,b,[]
223163,S,b,[]
22781,S,b,[]
96634,SB,c,['i']
73693,S,c,['i']
220799,S,c,['?']
50909,S,b,['?']
227113,S,b,[]
251906,S,c,[]
1065,S,c,[]
37214,SB,b,[]
247112,S,c,['?']
261480,S,b,['?']
169842,S,c,[]
53214,SB,c,['i']
235941,S,b,['i']
250189,S,c,['m']
10117,S,b,['o']
64616,S,b,['?']
288765,S,c,['?']
75533,S,c,['?']
114263,S,b,[]
87225,S,c,['?']
39931,S,b,['o']
20238,S,c,[]
188309,S,b,[]
10211,S,b,[]
167305,S,c,['?']
82716,S,a,[]
103570,SB,c,['d']
222761,SB,b,[]
126763,S,c,[]
192484,S,d,['i']
107323,S,b,['+']
226701,S,c,[]
110189,S,c,['m']
188501,S,c,['?']
99970,E,c,[]
121848,S,b,['r']
227679,S,d,[]
90117,SB,b,['r']
253148,S,d,[]
230139,S,c,[]
161632,SB,c,['d']
229237,S,b,[]
92866,S,c,[]
84993,S,b,['i']
173693,SB,b,['?']
112590,S,b,"['o', '?']"
90600,S,b,[]
94937,S,c,[]
151402,S,c,['?']
198957,SB,b,['r']
60721,S,c,['?']
93258,S,c,['d']
95114,SB,b,['?']
245495,S,c,[]
288540,S,a,[]
166800,S,b,[]
267432,SB,c,[]
204660,SB,b,[]
269463,S,c,"['m', '?']"
245251,S,b,['i']
287074,S,b,['?']
118324,S,b,['r']
103588,S,c,['r']
127399,SB,b,[]
172396,E,c,[]
3435,S,b,[]
236860,S,c,[]
84925,S,b,[]
32162,S,c,['i']
178811,E,c,[]
190298,S,b,[]
32340,S,c,[]
47791,S,c,[]
238653,S,b,['d']
158042,S,c,[]
92834,S,c,[]
77525,S,b,[]
263910,S,c,[]
192221,S,c,['?']
152534,S,a,[]
34790,S,c,[]
43880,S,c,[]
50186,S,b,[]
98670,S,c,[]
190665,S,c,[]
198747,S,b,[]
7072,S,c,[]
77513,S,c,[]
69957,S,b,['?']
287900,S,c,['?']
120481,SB,c,[]
190875,S,b,[]
243259,S,c,[]
8874,S,b,[]
138309,S,b,[]
151958,S,b,['o']
291571,E,c,[]
39948,S,b,"['r', '?']"
91679,SB,b,['+']
207029,S,c,[]
174691,S,c,[]
41903,SB,c,[]
81636,S,d,[]
16251,E,c,[]
144574,S,b,[]
48378,SB,b,[]
131666,S,c,['?']
11833,S,c,['?']
174550,S,c,[]
228373,S,b,[]
254014,S,d,['i']
111492,S,c,['o']
414,S,c,['?']
25201,S,c,[]
210396,S,b,[]
161698,S,c,[]
118162,S,c,[]
55947,SB,b,[]
114046,S,c,['?']
73191,S,c,[]
193411,S,c,[]
96117,SB,b,[]
3128,S,c,"['d', '?']"
124432,S,b,[]
170837,S,d,[]
176647,SB,b,['m']
173041,S,c,[]
30468,S,b,[]
69035,SB,b,['?']
151339,S,c,[]
234281,S,c,[]
186128,S,b,[]
61962,SB,b,[]
20131,SB,c,['?']
83331,S,c,[]
292224,S,c,[]
205049,S,c,[]
241374,S,b,[]
255987,S,c,[]
247435,S,c,[]
47127,S,c,['?']
251999,S,d,['?']
188238,S,c,['o']
179925,SB,c,['?']
210529,SB,c,[]
227878,S,b,[]
176402,S,c,[]
100798,S,b,['i']
105329,S,c,['i']
114446,S,c,['m']
75303,S,b,[]
244138,S,b,['r']
110453,S,c,"['i', '?']"
276039,S,c,['?']
108111,S,c,['?']
16446,S,c,[]
184624,S,c,[]
185616,S,c,[]
63880,S,a,['?']
150946,S,b,[]
186311,S,b,[]
106059,SB,b,['?']
111352,S,b,[]
57829,S,d,['i']
189059,E,c,[]
138408,S,c,[]
79634,SB,c,[]
193439,SB,b,[]
66433,S,b,[]
96364,S,d,[]
194872,S,c,['?']
139888,S,b,['?']
62603,S,a,[]
117934,S,b,[]
169711,S,b,[]
173139,S,b,[]
92360,SB,b,[]
208882,S,c,[]
88386,S,b,['o']
257030,S,d,[]
158270,S,c,[]
70914,SB,c,[]
214042,S,c,['+']
55136,S,d,['i']
227723,S,c,[]
290787,S,d,['i']
248856,S,b,[]
154870,S,d,['m']
91421,SB,d,['o']
177947,S,c,"['o', '?']"
26263,S,b,[]
135737,SB,c,[]
244127,S,c,[]
178129,S,b,[]
155831,S,c,[]
80837,S,b,['m']
111608,S,b,"['o', '?']"
271921,S,c,['?']
238346,S,d,[]
185107,S,c,[]
37291,S,b,['r']
285512,S,c,[]
135275,S,b,[]
245660,S,c,[]
1276,S,b,['o']
184768,E,c,[]
135074,S,d,['m']
24204,S,c,[]
287157,S,c,[]
264814,S,b,[]
225453,S,c,"['i', '?']"
50977,S,c,['?']
145564,S,b,[]
283008,S,d,['i']
131520,E,c,[]
166837,S,c,[]
54043,S,b,[]
105358,S,d,['i']
190581,S,a,[]
118151,S,b,['?']
198982,S,c,['?']
66161,S,c,"['i', '?']"
260522,SB,b,[]
209846,S,b,[]
141261,S,b,['o']
14802,S,b,['i']
91249,S,b,['?']
127264,S,c,[]
30100,S,d,[]
3120,S,b,[]
125694,S,b,[]
4536,S,b,[]
134406,S,c,[]
135116,S,c,[]
175295,S,b,['r']
120335,SB,c,[]
40319,S,b,['?']
121801,S,c,[]
48204,S,b,[]
184770,SB,b,[]
95066,S,b,['o']
142323,SB,b,['o']
90374,S,c,[]
28887,S,d,[]
777,SB,b,[]
2981,S,c,[]
193096,S,d,[]
225280,S,d,[]
131333,S,d,[]
18199,S,b,['?']
38530,S,b,[]
572,S,b,['m']
131705,S,b,['r']
30914,S,b,[]
293799,S,b,[]
212881,S,a,[]
219809,SB,c,[]
119621,S,b,[]
113404,S,b,['m']
207571,S,c,['?']
151773,S,c,[]
90307,SB,b,['r']
68109,S,c,[]
113732,S,b,[]
175549,S,b,[]
134965,S,b,['?']
132720,E,c,[]
249853,SB,c,[]
60665,S,d,[]
122973,S,c,['i']
269237,S,c,[]
15023,SB,a,[]
130060,S,b,['?']
19889,S,c,[]
176535,S,b,['m']
102087,S,c,"['o', '?']"
117814,SB,b,[]
271772,S,c,['?']
201308,S,b,[]
34806,S,c,[]
256054,S,c,[]
208407,S,c,['o']
21655,S,b,[]
60394,S,b,[]
108496,E,c,[]
192730,S,c,['?']
188220,S,b,[]
27101,SB,d,[]
160675,S,b,[]
83526,S,d,['i']
25251,S,c,[]
19566,S,c,[]
112839,S,b,[]
35785,S,b,[]
170580,S,c,[]
223003,S,c,[]
250924,S,b,[]
253612,S,c,[]
39014,S,b,['o']
45111,S,c,['?']
163240,SB,b,[]
177208,S,b,[]
39821,S,c,[]
165361,S,c,[]
136161,S,d,['?']
110479,S,c,[]
127955,SB,c,[]
139903,S,b,[]
12372,E,c,[]
110236,S,b,[]
273645,S,d,['i']
290627,S,b,['m']
284995,S,c,['?']
294564,S,c,['?']
156235,S,c,[]
259855,E,c,[]
110556,S,b,['o']
9448,S,b,['m']
212372,S,b,[]
89045,S,c,[]
114171,SB,c,['r']
159868,S,d,['i']
201640,S,c,[]
133258,S,b,['i']
232878,S,c,['?']
269161,S,c,[]
116880,S,c,[]
8841,S,a,['o']
11219,E,c,[]
119447,S,c,[]
9218,S,b,[]
188563,S,b,['?']
191474,S,b,[]
235826,S,b,[]
151362,S,c,['?']
9955,S,c,[]
16639,S,c,['?']
53474,S,b,['m']
109244,S,b,[]
219285,S,b,[]
16386,SB,c,[]
122423,S,c,['?']
239370,S,c,['?']
207457,SB,b,[]
176262,S,b,[]
114605,S,b,[]
99318,S,c,[]
14709,E,c,[]
227085,S,d,[]
188188,S,c,[]
83143,SB,b,['?']
82014,S,c,[]
106421,SB,c,[]
219821,S,b,['r']
63639,S,c,[]
273782,S,c,['?']
168821,S,b,['?']
53535,S,b,[]
157037,S,c,[]
241234,S,c,[]
195529,S,c,['?']
34162,S,b,['?']
102266,S,b,[]
139261,S,b,[]
185890,E,c,[]
106557,SB,c,[]
259629,E,c,[]
171790,S,b,['r']
222795,S,c,['d']
229898,S,c,['m']
19439,S,d,['i']
231432,S,d,[]
157249,S,c,[]
134483,S,d,[]
242620,S,c,['?']
253705,SB,c,[]
18334,S,d,['i']
108056,S,c,['?']
240717,S,c,[]
13152,S,b,['m']
267728,S,c,['i']
197088,S,c,[]
100104,SB,c,[]
64171,SB,b,['o']
127162,S,b,[]
71957,S,c,[]
273474,S,c,[]
40561,S,c,[]
135833,S,b,[]
35137,S,b,['?']
59616,S,b,[]
132050,S,d,['m']
107000,S,c,[]
109246,E,c,[]
171785,SB,b,[]
183990,S,b,[]
56889,S,b,['r']
118791,S,c,[]
238823,S,b,[]
92761,S,b,[]
97852,S,c,[]
106295,S,c,[]
204166,S,b,[]
93061,S,c,[]
9404,S,c,[]
53633,S,b,['o']
12437,E,c,[]
173348,S,b,[]
181834,S,b,['+']
137514,S,c,[]
148296,S,c,[]
216430,S,a,[]
84498,S,a,['?']
105680,S,d,['m']
163316,S,b,[]
232168,S,d,[]
226192,S,c,[]
154055,S,b,[]
900,S,c,[]
94461,S,c,['?']
53247,S,b,[]
77099,S,b,[]
215773,S,b,[]
139962,S,c,[]
62124,S,c,[]
37348,S,c,"['i', '?']"
285240,SB,b,[]
18740,E,c,[]
204734,S,a,['+']
133861,S,c,['?']
71809,S,c,[]
234535,S,b,[]
198497,S,b,[]
31241,SB,b,[]
176424,S,b,[]
91063,E,c,[]
284733,Unknown,A,[]
153840,SB,c,['?']
238962,SB,b,[]
256642,S,b,['m']
280685,S,c,[]
169438,S,c,[]
187926,S,b,['o']
273204,SB,b,[]
77921,S,b,['m']
36358,S,c,[]
229708,S,c,['i']
172610,S,c,['?']
95864,S,b,['o']
148089,SB,c,[]
101794,S,c,[]
271441,S,c,[]
295147,S,c,[]
56843,SB,b,[]
39521,S,c,[]
102069,S,b,[]
255516,S,b,[]
270912,E,c,[]
244696,S,b,[]
231714,S,b,['r']
203102,S,b,[]
124676,S,c,"['m', '?']"
20766,S,c,[]
248573,S,b,[]
263177,SB,d,['i']
172923,S,c,[]
38623,S,b,[]
140486,S,b,['m']
274269,S,c,[]
77501,S,b,[]
50855,SB,c,[]
173235,S,b,[]
131444,S,b,[]
54467,S,c,['?']
45421,S,a,[]
60350,S,b,['m']
218999,S,b,['o']
160185,S,b,[]
203168,S,b,[]
143809,S,b,[]
173278,S,c,['?']
62296,S,c,[]
18249,S,b,[]
197048,S,c,['?']
207699,S,b,['m']
21424,S,b,['?']
149494,S,b,[]
206201,S,b,[]
149536,S,b,[]
142273,S,b,[]
168754,S,c,[]
223613,Unknown,A,[]
290117,S,c,['i']
198856,S,c,[]
174685,S,b,['?']
128563,S,b,[]
28026,S,d,[]
140177,S,c,[]
182460,S,b,[]
64048,S,c,[]
13102,SB,d,[]
229215,S,b,[]
283184,S,b,[]
46441,S,b,[]
270038,S,b,[]
187776,S,c,[]
216499,S,b,['r']
63455,S,a,['m']
265031,S,c,[]
280078,S,b,[]
145292,S,c,['?']
161264,S,c,['m']
225899,S,c,['d']
255024,E,c,[]
217857,S,d,[]
271290,S,c,[]
8402,S,c,[]
68143,S,b,[]
18534,S,d,[]
283453,S,b,[]
106352,Unknown,A,[]
118081,S,c,[]
37224,S,b,['o']
272953,S,c,['?']
238296,S,d,['i']
151539,S,b,[]
186908,S,c,[]
127775,E,c,[]
243917,S,b,[]
80679,SB,d,[]
162370,SB,b,[]
11408,SB,c,[]
172974,S,b,[]
234146,SB,b,[]
244245,S,b,[]
174763,SB,c,[]
161338,S,c,[]
25321,S,b,['?']
100253,S,b,['r']
258969,S,c,[]
181663,S,b,[]
191743,SB,b,[]
291746,S,c,"['d', '?']"
60221,S,b,['o']
164733,S,b,['?']
9033,S,b,['m']
26232,E,c,[]
261679,S,b,[]
220193,S,d,['i']
185724,S,b,[]
216271,S,b,[]
290514,S,b,[]
100603,S,c,[]
175909,E,c,[]
189578,S,c,[]
74090,E,c,[]
48376,S,b,['r']
209790,S,c,[]
103356,S,c,[]
100043,S,b,['?']
163142,E,c,[]
265291,SB,b,['r']
87215,S,b,[]
151381,S,d,['m']
157224,S,b,['o']
194591,S,c,['?']
35947,S,c,"['i', '?']"
31422,S,b,[]
246439,S,b,[]
270570,S,c,[]
211419,S,a,['?']
225902,S,c,[]
68676,S,c,['m']
153297,S,c,[]
36087,S,b,['o']
88519,S,b,[]
116068,S,c,['?']
222478,S,b,[]
168246,S,c,['d']
49699,S,c,['+']
263235,S,b,[]
38336,SB,c,[]
112159,S,b,['m']
178818,S,b,[]
216814,E,c,[]
166165,S,b,[]
24060,SB,b,['?']
111753,S,b,[]
154915,SB,b,[]
122358,S,c,[]
170582,S,c,[]
74362,SB,b,[]
23224,SB,b,[]
209640,S,c,['i']
47355,S,d,[]
137485,SB,b,[]
112492,S,b,[]
258860,S,c,[]
206368,S,c,[]
291357,S,c,[]
7035,S,c,['?']
134281,S,d,[]
205312,S,b,[]
98307,S,c,['d']
204019,E,c,[]
121388,S,b,[]
271092,S,c,[]
221304,S,b,['?']
102682,S,c,[]
290810,S,b,[]
39892,S,c,[]
191306,S,c,[]
101892,S,d,['?']
233067,S,b,['r']
20807,SB,c,['?']
233253,S,c,[]
173836,E,c,[]
68781,S,a,"['r', '?']"
16008,S,b,['?']
266404,S,d,['i']
290742,S,c,['?']
248769,S,c,[]
162515,S,c,[]
16292,S,c,[]
136121,S,c,['?']
245651,S,c,[]
157786,S,b,['i']
220618,S,b,['r']
80571,S,c,[]
115655,S,b,[]
4136,SB,c,[]
140649,S,b,[]
264847,S,c,['i']
261444,S,c,['?']
76735,S,c,[]
53554,S,c,[]
165553,S,c,[]
63611,S,c,['?']
42182,S,c,[]
254483,S,d,[]
206606,S,c,['m']
53792,S,b,[]
231540,SB,c,[]
221744,S,c,[]
12776,SB,b,['i']
33549,S,b,['+']
47434,S,b,[]
54429,S,b,[]
156623,SB,a,[]
20791,S,c,['i']
85721,S,c,[]
224826,S,a,['m']
28865,S,d,[]
132234,S,c,[]
167279,S,c,[]
203736,Unknown,A,[]
273568,S,d,['i']
87478,S,c,[]
67527,S,b,['?']
270807,E,c,[]
49332,S,c,[]
165669,S,c,['?']
83853,S,c,[]
94697,SB,b,['d']
166734,SB,c,[]
101732,S,b,[]
1962,S,b,[]
48137,S,c,[]
170188,SB,c,[]
199638,S,b,[]
208125,S,c,['?']
32744,S,c,[]
79210,S,b,['o']
206866,S,b,[]
144289,S,b,[]
203844,S,c,['?']
207270,S,b,[]
270633,S,c,[]
112801,S,d,[]
250998,S,c,['?']
61402,S,c,[]
242776,S,b,['?']
30133,S,d,['i']
248258,S,d,['i']
3143,S,c,[]
122051,S,b,[]
277738,S,c,['?']
153093,S,c,['d']
252744,S,c,"['o', '?']"
20815,S,b,['m']
264105,S,c,['?']
164678,S,b,[]
37111,S,b,[]
232529,S,b,['m']
241610,S,d,['?']
130510,S,c,[]
99575,S,b,[]
92837,E,c,[]
14324,S,b,['?']
215701,S,c,[]
73599,S,c,['o']
231997,S,c,[]
260365,S,c,['?']
143594,S,b,[]
65929,S,c,[]
64829,SB,c,[]
279955,SB,b,[]
75469,S,a,['o']
78633,S,b,[]
244627,S,b,[]
39449,SB,b,[]
273181,S,a,['m']
11806,S,b,['i']
201915,S,c,['?']
218435,S,a,['?']
36322,S,c,['i']
109555,S,c,['?']
11307,S,c,[]
48537,S,c,[]
163438,S,c,['?']
262358,S,c,[]
83982,S,c,[]
138123,S,c,['?']
83010,SB,b,[]
216974,S,d,[]
208903,S,b,[]
177400,S,d,['?']
268147,S,c,['?']
89176,S,c,[]
252080,S,c,[]
254005,E,c,[]
141879,S,b,[]
111463,S,b,['r']
271329,E,c,[]
231110,SB,d,[]
256226,S,c,"['i', '?']"
273757,S,b,[]
233128,S,c,[]
238527,S,d,[]
148113,S,c,['+']
94813,S,c,[]
185252,S,b,[]
116570,S,c,['?']
120010,S,c,[]
284096,S,c,['?']
85625,E,c,[]
69273,S,c,['?']
149653,S,b,[]
12255,S,c,[]
217696,S,b,[]
169774,E,c,[]
232458,S,c,[]
6933,E,c,[]
243541,S,c,[]
167586,S,b,[]
99438,SB,b,[]
209057,S,b,[]
8993,S,d,[]
222405,S,c,[]
153656,S,b,[]
110233,S,c,[]
214489,S,c,[]
264235,E,c,[]
236504,S,b,[]
124544,S,c,['?']
53416,S,c,['?']
117143,S,c,[]
247576,S,d,['i']
52016,S,b,['m']
99489,SB,c,[]
8901,S,c,[]
95199,S,b,[]
138954,S,b,['?']
66880,S,b,[]
19676,S,c,[]
136219,S,c,[]
37949,SB,c,['?']
240288,S,b,[]
161826,S,c,"['i', '?']"
198665,S,b,[]
226330,S,b,[]
14661,S,c,[]
237215,S,b,"['m', '?']"
100380,S,c,[]
64570,E,c,[]
221356,SB,b,[]
21339,S,b,[]
53032,S,c,[]
46744,SB,c,[]
131786,S,d,['o']
183444,S,c,[]
130076,S,c,['?']
154105,S,c,[]
230411,S,c,['?']
249068,S,c,['?']
139719,SB,c,['m']
94961,S,c,[]
19317,S,c,['o']
264688,SB,b,[]
85188,S,b,[]
232362,S,c,['?']
268700,S,c,[]
195041,S,c,['i']
166576,SB,c,[]
216187,S,c,['?']
185620,S,b,['o']
105990,S,c,['?']
112186,S,b,[]
7364,S,b,[]
219041,S,b,['m']
237043,S,b,[]
232291,S,c,[]
71942,S,c,[]
219985,S,c,['?']
101352,SB,d,['o']
31916,S,c,['?']
54096,S,b,[]
76880,S,c,[]
139989,S,b,[]
55127,S,b,['?']
260572,S,c,[]
226664,S,b,['?']
139059,S,c,['?']
264919,S,c,['?']
9608,S,c,[]
191211,S,c,[]
82816,S,c,[]
93153,S,b,[]
149363,S,c,[]
45896,S,b,['?']
173110,E,c,[]
210778,S,b,[]
100102,S,b,[]
